content,time,abstract,title
"一些中国企业正在抛弃核心业务，把自己再造为高科技公司。随着它们用游戏取代煤炭和木地板，它们的股价出现上涨。
企业“转世”映衬了整体经济的结构性转变，增长放缓抑制了制造业和房地产等行业。
新出炉的高科技企业也助燃了股市的兴奋情绪。上证综指(Shanghai Composite)在过去一年大涨115%，即便经济增长放缓，而工业利润（制造业健康状况的衡量标准）在第一季度下降2.7%。
近100家中国上市公司去年变更了正式名称，主要理由是战略转变，今年以来另有40家公司更名。
“这些公司想让投资者知道，他们正在告别原来的业务，移师新兴产业。这就像美国20世纪90年代时，每家公司都开始自称为网络公司，”华泰证券(Huatai Securities)在上海的股票策略师姚未未（音）表示，他承认多数更名不仅涉及表面上的美化。
高科技和新兴产业在近期股价涨势的最大赢家之列。投资者预期，高科技公司将获益于旨在减少经济对烟囱工业的依赖、促进服务业的政府政策。
亏损的煤炭企业——上海爱使公司(Shanghai Ace Co)展示了这种转型。2月初，该公司收购了一家网络游戏公司，然后将自己更名为上海游久游戏公司(Shanghai U9 Game Co)。公司股价随后飙升140%，即便矿业资产仍在拖累其资产负债表。
“公司经营范围由‘对石油液化气行业、煤炭及清洁能源等行业的投资与经营’变更为‘从事游戏制作、运营的技术开发、技术服务、技术咨询等’，”该公司在监管申报文件中表示。
亏损的熊猫烟花(Panda Fireworks)在4月份更名为熊猫金控(Panda Financial Holding)，并宣布计划推出一个P2P贷款平台。有关熊猫即将转型的消息似乎提早泄露，因为该公司的股票在3月9日停牌之前曾连续两天涨停（触及10%的单日涨幅上限）。
但是，更名并不能包治百病。
北京湘鄂情集团(Beijing Xiangeqing Group)在决定放弃豪华餐厅业务、进军云计算行业后，更名为中科云网(Cloud Live Technology Group)。但在上月，中科云网未能偿还4.02亿元人民币（合6400万美元）债务，成为首家在债券本金上违约的中国企业。
译者/和风",2015年5月11日 06:36,抛弃核心业务，自我再造为高科技公司，这反映了中国整体经济的结构性转变,中国上市企业纷纷更名转型
"中国上证综指(Shanghai Composite)周三上涨4.74%，创下2009年来最大单日涨幅。
中国股市在周一大跌后连续两日反弹。中国证券监管机构打压高风险融资融券行为，在周一造成中国股市崩盘。而周二中国公布2014年经济数据后，中国内地股市开始反弹。这些数据显示，2014年中国经济同比增长7.4%，略高于此前预期。
译者/简易",2015年1月21日 15:58,上证综指周三上涨4.74%，在周一暴跌后已连续两日反弹,中国股市现5年来最大单日涨幅
"在一系列疲弱的数据结果显示美元走强和全球经济增长放缓正对美国跨国公司造成压力后，华尔街蓝筹股昨日出现大幅下跌。
卡特彼勒(Caterpillar)、杜邦(DuPont)、微软(Microsoft)、宝洁(Procter & Gamble)和联合技术(United Technologies)这些类型迥异的企业都报告了令人失望的利润数据或发出警告称，新兴市场增长疲软以及美元走强将为未来一年带来挑战。
股市还对12月份耐用品订单数据弱于预期做出了反应。11月份耐用品订单月率向下修正为-2.1%，12月份该数据月率为-3.4%。
分析师表示，美联储(Fed)的政策制定者昨日在华盛顿召开为期两天的利率设定会议时，最近让人失望的美国经济数据和企业利润数据可能会影响美联储对前景的判断。
日本三菱日联金融集团联合银行(MUFG Union Bank)首席金融经济学家克里斯•鲁普基(Chris Rupkey)表示：“（耐用品订单数据）连续两月下滑，反映出美元走强已开始体现为接单情况变差，这是制造业新的薄弱点，或许会让联邦公开市场委员会(FOMC)在会议上三思而行、甚至产生担忧。”
美元自去年夏天以来已累计升值17%，冲击了美国企业海外利润的价值。由于当地经济增长放缓、政治紧张关系、以及油价同期下跌逾50%，美国企业在一些海外市场上已然面临问题，美元升值让它们的境况雪上加霜。
Miller Tabak & Co首席经济策略师安东尼•卡里扎基斯(Anthony Karydakis)表示：“尽管我们应忍住不从近期疲弱的耐用品订单数据中得出任何重大结论，但我们显然应关注海外增长放缓及美元升值是否已开始拖累制造业这个明显为出口导向型的行业。”
标普500指数(S&P 500)昨日跌幅一度高达1.8%，午盘前段跌幅缩回到1.4%，至2028点。蓝筹股占比很大的道琼斯工业平均指数(Dow Jones Industrial Average)一开始下跌2.2%，午盘跌幅缩回到1.8%，微软和卡特彼勒领跌。
微软周一警告称，其核心的个人电脑软件业务在一些重要的海外市场难以恢复增长，在中国、日本和俄罗斯市场营收下滑。微软股票昨日午盘下跌8.6%。
采矿设备公司卡特彼勒表示，今年预计利润将下滑20%，其中最重要的因素应该是油价下跌。卡特彼勒股票下跌逾7%。
以销售额计最大的消费品公司宝洁表示，它遭遇了公司178年历史上“汇率影响最强烈的一个财年”。
译者/阑天",2015年1月28日 07:16,卡特彼勒、微软、宝洁等华尔街蓝筹股昨日纷纷出现大幅下跌,强势美元令美国企业承压
"美国监管机构对专业服务公司安永(Ernst & Young)罚款930万美元，原因包括该公司的一位审计员与客户发展恋爱关系，这是监管机构首次针对大公司员工和外部审计员之间的私人关系采取执法行动。
美国证交会(SEC)的调查发现，安永一位高级合伙人与其负责审计的纽约一家上市公司的首席财务官发展了不适当的亲密友谊关系。
另一位高级合伙人与其负责审计的另一家上市公司的首席会计官卷入恋爱关系。美国证交会表示，安永对这两段关系都未能采取适当举措。
美国证交会执法部主任安德鲁•塞雷斯尼(Andrew Ceresney)昨日表示：“安永没有采取足够举措来察觉或者阻止这些合伙人与客户建立过于亲密的关系，违背了他们作为独立审计人员的角色。”
有关审计人员独立性的检查机制一般评估雇员是否与审计客户存在亲戚、雇佣或财务关系，这些关系可能影响他们彻底且独立地审查公司账簿。
美国证交会发现，安永在芝加哥的前合伙人格雷戈里•贝德纳(Gregory Bednar)拿出逾10万美元款待一家审计客户的首席财务官及其儿子。
安永和贝德纳没有承认或否认这些指控。安永同意支付497.5万美元罚款，贝德纳必须支付4.5万美元罚款，并被暂停执业3年。
在另一起案件中，美国证交会发现，安永合伙人帕梅拉•哈特福德(Pamela Hartford)在审计Ventas期间与该公司财务高管罗伯特•布雷勒(Robert Brehl)保持恋爱关系，这违反了审计员独立原则。哈特福德的上司——安永合伙人迈克尔•卡缅斯基(Michael Kamienski)知晓两人关系，但未能展开合理调查，或在内部提出关切。
安永、哈特福德、卡缅斯基和布雷勒没有承认也没有否认上述调查结果。安永同意支付436.6万美元，哈特福德和布雷勒同意各自支付2.5万美元罚金。哈特福德和卡缅斯基都被暂停执业3年，布雷勒被暂停执业一年。
译者/梁艳裳",2016年9月20日 06:17,美国证交会调查发现，安永两位高级合伙人与其负责审计的上市公司高管发展不适当的亲密关系，违反审计师独立原则。,安永因合伙人与客户恋爱被罚930万美元
"中国的科技股热潮昨日创下新高，一家在上海上市的房地产公司更名为匹凸匹金融信息服务（上海）股份有限公司(P2P Financial Information Service Co)后，股价上涨10%而涨停。
这家原名为上海多伦实业股份有限公司(Shanghai Duolun Industry)在监管申报文件中承认，其尚未开始发展个人对个人(P2P)贷款业务。
但该公司估计，其最近注册的互联网域名www.p2p.com价值1亿美元。
目前该网站上有几张照片和一句中文说明文字“这是一个价值1亿美金的域名”。
多伦股份或许是席卷中国股市的科技股非理性繁荣的最极端案例，但它并未唯一的例子。
科技股占比较高的深圳创业板(ChiNext)昨日上涨5.6%，达到历史最高水平。共有33支创业板上市股票涨停，今年以来创业板指数上涨109%。
包含创业板、总市值1.3万亿美元的深圳主板和总市值1.5万亿美元的中小企业板的深证综合指数2015年以来上涨67%，而上证综指今年迄今的涨幅为34%。
“深圳股票代表着经济转型的趋势，”位于北京的民生证券(Minsheng Securities)股票分析师李奇霖说，“就如1996年到2010年的房地产业一样，现在与中国整体经济紧密相连的是互联网和电信行业。这让投资者感到兴奋。”
上周末央行宣布降息后，中国较大的股指也大幅上涨。总市值5.5万亿美元、偏重于大型国企的上证综指昨日上涨3.1%。
上周日宣布的降息是央行自去年11月以来第三次降息，大多数分析师预计今年至少还会降息一次。他们还预计存款准备金率将进一步下调。和降息不同，存款准备金率的下调会直接向银行体系注入基础货币。
但上周，对保证金融资可能遭整顿的担忧冲击了上证指数。
然而，由于券商借给投资者炒股的贷款主要用于大盘股投资，科技股基本上躲过了上周的回调。
“在政策层面，投资者认为监管机构的去杠杆化举措将主要影响主板市场。如果你看一看保证金交易的目标股票名单，就会发现那些都是大公司，”上海一家主要券商的一名股票交易员表示。
译者/许雯佳",2015年5月12日 06:35,深圳创业板昨上涨5.6%，达历史最高水平,中国科技股热潮创新高
"美国股市的牛市行情即将令去年收盘频频创纪录的那段时间黯然失色。投资者正指望能源价格下跌刺激全球最大经济体的增长。
上周五，占全球股市市值一半以上的标普500指数(S&P 500)收盘再创纪录，为今年以来的第45次。上周五该指数上涨的推动因素在于，中国放松了货币政策，并且有说法称欧洲央行(ECB)即将推出更多刺激政策。
这已追平了去年标普500指数收盘创纪录的次数，由于2014年还余下26个交易日，该指数的收盘创纪录次数有望赶上1998年和1987年的47次。不过标普道琼斯指数公司(S&P Dow Jones Indices)数据显示，当前收盘创纪录次数仍远低于1995年的77次。
美国的跨国公司正受到强劲的盈利增长和外国投资流入的支持，而油价大幅走低也推动了美国消费者支出预期的提高。这推动标普500指数在2013年近30%涨幅的基础上，进一步升高12%。
然而，目前行情想在今年剩余日子里得以延续，起码面临一个潜在挑战。数据提供商EPFR表示，为期3周、数额为410亿美元的美国股市资金流入在上周宣告结束。
标普500这一宏观指数已连续3年实现两位数上涨，引发了当前市场估值是否过高的辩论。
“标普500指数成分股公司的创纪录利润以及利润质量——再加上杠杆水平不像2008年之前商业周期中的典型水平那样高——对当前股票市场估值构成了支撑，”苏格兰皇家银行证券(RBS Securities)信贷策略主管爱德华•马里南(Edward Marrinan)表示。
油价大幅下跌提振了非必需消费品股，因为投资者预料关键的美国节日购物季到来之前，消费支出就会提高。由于供应过剩、需求不振以及美元走强，全球原油基准布伦特原油(Brent crude)较6月中旬的高点下跌了30%，而美国基准西德克萨斯中质原油(WTI)已下跌逾28%。
“这会令消费者在关键的节日购物季多少松一口气，或许未来两个季度能令实际国内生产总值(GDP)增长率提高一到两成，”美国银行(BofA)经济学家米歇尔•梅耶(Michelle Meyer)说，“如果价格保持在低位，将对明年后两个季度的增长提供更大动力。”
译者/邢嵬",2014年11月24日 07:28,该指数至上周五已45次收盘创纪录，追平了去年的次数,标普500指数收盘创纪录次数即将超去年
"中国太阳能企业汉能集团(Hanergy)旗下公司之间错综复杂的往来昨日出现新的波折：其香港上市公司取消了一家子公司与内地母公司上月签署的一笔5.85亿美元的交易。
汉能在香港上市的股票自5月20日开盘不到一小时暴跌47%以来，一直处于停牌状态，并受到香港监管机构的调查。上市公司汉能薄膜发电(Hanergy Thin Film Power)的几乎所有业务都是与总部位于北京的母公司汉能集团开展的，营收也几乎全部来自母公司。
英国《金融时报》今年以来详尽指出了汉能的一些令人瞩目的做法，包括其股票不同寻常的交易规律。
5月5日，汉能薄膜发电在向香港交易所提交的一份声明中宣布，其子公司福建铂阳(Fujian Apollo)将向母公司销售1.755亿美元的设备（用于制造建筑物上的太阳能电池板）和4.095亿美元的技术服务。
这份协议包括一份详细的支付时间表，在结构上类似于汉能旗下公司之间的其它交易（其中一些在宣布之后又被修订）。汉能薄膜发电昨日表示，经过“公平磋商”，双方同意取消交易。它没有提供进一步的解释。
记者一时联系不上香港监管机构，请其评论这一取消是否与该机构对汉能薄膜发电的调查有任何关联。
在汉能创始人和董事长李河君否认监管机构正在调查他的公司之后，香港证券及期货事务监察委员会(SFC)采取了宣布调查的不寻常步骤。
福建铂阳是一个业务部门，其在2010年达成的向当时尚无关联的汉能集团供应设备的29亿美元交易，使这家内地集团能够以折扣股价入股上市公司。当时，这笔交易令人瞩目的除了规模以外，还有它对非晶硅薄膜技术的拥抱；此前这种技术在中国以外基本上被放弃，因为它将太阳能转化为电力的比率太低。
本月，记者曾致电福建铂阳业务部门请其置评，但没有得到答复。但当地工业园区的一位官员表示，该公司仍在经营，业务是生产太阳能电池。
根据汉能薄膜发电报告的截至2014年12月底的全年业绩，其96亿港元的营收中，59亿港元来自向母公司的销售，另外33亿港元来自向第三方销售太阳能发电站。
译者/何黎",2015年6月16日 06:44,这家中国太阳能企业的香港上市公司取消了其子公司福建铂阳与母公司签署的交易,汉能谜团出现新波折
"投资者近来对新兴亚洲基金的兴趣已被市场证明是昙花一现。
在截至2月4日的一周内，亚洲基金的资金净流出达1.36亿美元。根据追踪基金的EPFR的数据，在那之前的一周，资金则净流入5.1亿美元，为10周内首次实现净流入。
投资者仍对债券感兴趣——实际上固定收益基金的资金净流入从4000万美元增加至3.88亿美元。股票基金资金净流出达5.24亿美元，彻底抵消了一周前净流入的4.71亿美元。
澳新银行(ANZ)分析师指出，从中国资本市场流出9.7亿美元，占了股票基金资金净流出的大部分。
“资金净流出可能是因为中国官方采购经理人指数(PMI)逊于预期，”他们说。今年1月，中国官方PMI降至49.8，为两年多来首次跌破荣枯线。
本周，中国央行(PBoC)下调商业银行存款准备金率，将会释放一定的流动性，导致市场利率可能发生了变化。但自降准以来，尽管起初行情上涨，可上证综指至今已下跌2.3%，因为中国央行是否准备刺激经济目前尚不明朗。
译者/邢嵬",2015年2月6日 16:20,截至2月4日的一周，亚洲基金资金净流出1.36亿美元，中国占据最大份额,投资者再次撤资新兴亚洲基金
"中国政府上周为遏止国内股市暴跌而采取的紧急措施显然已经成功稳住了市场。现在，监管机构已经将注意力转向大起大落周期的根本原因。
上周日晚，中国证券监督管理委员会(CSRC)警告券商不要向所谓的配资公司开放其交易系统。配资公司向投资者经销灰色市场保证金贷款，几乎没有任何保障措施，而且此类放贷不在规范券商提供保证金贷款的监管框架内。
“杠杆本身不一定是威胁，”向政府提供咨询的智库——中国社科院金融研究所的研究员刘煜辉表示，“问题在于它不透明。监管机构看不到实际情况。那非常危险。”
刘煜辉表示，中国证监会此举“应该在股指介于3000点和4000点之间时就完成”。上证综指(Shanghai Composite)在6月12日触及5179点的顶峰，上周三则跌破3500点水平。
中国证监会的行动很快产生了影响。总部位于上海的在线配资公司“寻钱网”通知客户，证监会的举动已迫使其退出股票配资借款业务。P2P配资公司“米牛”(miniu98.com)昨日发表了类似的公告。
分析师们同意，这一打击是必要的，它有助于增加透明度，防止过度冒险。但就短期而言，它可能会在中国股市刚开始回暖之际掐断一部分流动性。支撑中国股市回暖的是禁止大股东售股和政府投入数千亿元人民币资金。
中国证监会上周日甚至暗示，灰色市场的保证金贷款对上周晚些时候的股价复苏作出了贡献。“近日随着市场回稳，这些违法现象又出现了卷土重来的势头，”该机构表示。官方的《中国证券报》上周发表了类似报道，称一些银行已重启伞形信托，以回应投资者希望押注股市反弹的需求。
中国股市昨日延续涨势，似乎表明限制灰色市场资金的措施迄今尚未妨碍股市复苏。但分析师们表示，中国证监会将力求在鼓励短期资金流入和促进中期去杠杆化之间达到恰当平衡。
“这就像洪水冲击河岸，”上海海通证券(Haitong Securities)的张琪表示。“如果水位突然涨得很高，你不能一下子把这些水都引向别处。如果水退得太快，它可能会冲刷低地。”
这种方法解释了中国证监会近日为什么在打击灰色市场保证金贷款的同时，放松了针对券商保证金融资进入市场的规则。融资余额已大幅减少，从6月18日2.4万亿元人民币的峰值降至上周五的1.4万亿元人民币（合2250亿美元）。
这种“开前门，关后门”的做法，体现了有监管和无监管保证金融资之间的重要区别。由于不受监管，配资公司允许较高的杠杆率和较低的进入门槛。券商提供两倍于客户自有资金的信贷，而“寻钱网”之前向投资者提供高达六倍的杠杆率。
较高的杠杆率意味着，股价不需要大幅下跌，就会触发强制抛售。若杠杆率为2：1，股价可能要下跌三分之一，才会触及强制性的止损门槛。若杠杆率为6：1，股价下跌14%就可能触及门槛。
据海通证券估算，在监管渠道以外已有5000亿至1万亿元人民币的保证金资金流入股市，而券商提供的正常保证金贷款总计达到2.3万亿元人民币。
监管者们也将注意力转向促成保证金热潮的技术发展。多数配资公司依赖基于云计算的软件程序Homs，这款软件是由金融科技公司恒生电子(Hundsun Technologies)开发的，而该公司的最大股东是阿里巴巴(Alibaba)创始人马云(Jack Ma)。
中国证监会并未点恒生电子或Homs的名，但该机构在警告券商核实通过其账户进行交易的人的真实身份时，显然想的是Homs。
针对有关其产品加剧股市大跌的指控，恒生电子为自己作了辩护。“说Homs是导致股市震荡的主要力量是不客观、不理性的，”该公司表示。
Ma Nan补充报道
译者/和风",2015年7月14日 06:50,随着紧急救市措施奏效，中国监管机构将注意力转向股市大起大落的根本原因。证监会在放松正规保证金贷款规则的同时，采取措施取缔灰色市场保证金贷款。,证监会聚焦A股灰色地带
"基金经理们警告，中国的交易规则不利于境外投资者直接投资境内股市的渠道取得早期成功；这将是许多外国人首次拥有直接投资中国股市的渠道。
沪港通(Hong Kong-Shanghai Stock Connect)定于下月开通，使香港和上海股市的投资者能够直接交易对方股市的股票。但基金经理们表示，一系列尚未解决的问题可能导致只做长仓的传统投资者（正是中国希望吸引的那一类投资者）不敢使用新的系统。
问题包括中国A股的法定所有权，交割卖出股票的要求，以及中国的税收制度将如何适用。
在两个交易所之间实现互联互通，被誉为向着开放中国资本账户迈出的重要的一小步。这是因为该制度首次允许境外投资者在一个总额度下买入中国证券，而无需得到主管部门的个别批准，就像现行的合格境外机构投资者(QFII)制度那样。
人们的假设是，如果沪港通取得成功，最初的额度可能被拓宽，更多的交易所可能加入。中国还希望鼓励长线投资者，以平衡国内以散户为主的投资者基础。在中国境内股市，大约80%的交易是由小打小闹的个人投资者进行的，他们倾向于追随市场情绪，而不是根据基本面因素进行投资，这种格局可能加剧股市大起大落。
但是，只做长仓的基金经理们警告，除非一系列问题得到解决，否则他们不会利用这一机制。技术测试迄今是成功的，但两地交易所都尚未公布最终规则的草案。
“我们都希望得到一条投资中国的渠道，不像QFII那样复杂繁琐，但这个机制还不是很到位。我肯定局面会变化，但目前而言还存在不少初期的问题，”联博(AllianceBernstein)亚太交易主管艾玛•奎因(Emma Quinn)表示。
按照目前介绍的安排，在沪港通机制下，境外投资者买入的A股将由香港交易所(HKEx)运营的中央托管库托管。
但是，中国法律不承认港交所托管库以外的所有者——这意味着如果港交所倒闭，这些A股在中国将被视为港交所（而非投资者）的财产。
“如果中国承认的唯一所有者是港交所，我们需要进一步明确投资者在中国具有的法律地位，”一位资深交易员表示。
禁止裸卖空的中国规则（卖出自己并不拥有的股票）也引起问题。满足这些规则意味着，基金经理如果要卖出股票，就必须提前一日把这些股票存入他们的券商，然后等待一天拿到售股所得，这使他们在短期内失去对这些股票的控制，同时又拿不到款项。
与其他市场不同的是，中国要求券商首先得到股票存在的证据，然后才可以出售股票。
译者/和风",2014年9月4日 06:30,称股权、交割以及税制等环节存在的问题，将令部分境外投资者望而却步,基金经理：沪港通仍面临障碍
"具有讽刺意味的是，由于中国内地今年夏季的人民币贬值举措搞砸，香港经济可能会获得少受美国加息影响的暂时缓冲。
港元盯住美元，但香港的未来与中国内地联系在一起，这个特别行政区夹在美国货币政策收紧和内地经济放缓这两股相互冲突的力量之中。
香港经济正在放缓，但昨日港元联系汇率制迫使香港金管局(Hong Kong Monetary Authority)跟随美联储(Fed)加息25个基点，担心外流到美国的资金飙升。
上周，香港金管局总裁陈德霖(Norman Chan)对于这种担忧直言不讳，他在香港的一个经济学家会议上表示，要为“一段时期的资本外流、加息和增长放缓”做好准备。
汇丰银行(HSBC)亚洲经济研究联席主管范力民(Frederic Neumann)表示，经济放缓是不可避免的。“我们曾在多年期间两头得利；我们拥有美国的超低利率，也有内地经济的繁荣，”他表示，“如今，内地经济在放缓，美联储在加息，因此对于香港而言，我们遭遇了双重打击。”
房地产价格已感受到这种压力，过去3个月，香港房价下跌6%，迫使开发商提供更大优惠力度，以帮助维持房价。
美联储上一次加息周期始于2004年，当时香港享受着较低的债务，同时在非典(Sars)危机过后，经济处于上升势头，得益于香港被投资者视为投资中国内地的替代者。
但根据瑞银(UBS)的数据，香港债务自那以来飙升，私营部门借款与GDP之比达到200%。
“现在的情况与2004年不同，”瑞银经济学家吴德恺(Duncan Wooldridge)表示，“美国的利率周期、中国内地的商业周期以及人民币（贬值）都对香港不利。”
如果银行利率上涨缓慢（在中国今年8月人民币贬值引发投资者纷纷将人民币换成港元之后，这一点看上去有可能出现），香港经济仍可能获得暂时的喘息空间。
这推动香港的过剩流动性（其形式为银行总结余）达到4260亿港元，为自1997年以来最高。澳新银行(ANZ)分析师估计，在本地银行需要加息吸引资金之前，目前3910亿港元的流动性必须降至2850亿港元。
译者/梁艳裳",2015年12月18日 07:09,香港的未来与中国内地联系在一起，但联系汇率制迫使香港金管局跟随美联储加息25个基点。香港夹在了美国货币政策收紧与内地经济放缓这两股相互冲突的力量之中。,分析：香港遭遇“双重打击”
"香港正在为自己的未来打拼。在某种程度上，这要求它能够继续担当中国获取国际资金的渠道。在这方面，香港目前依然表现不错。香港股市是全球基准之一；中国企业借助它来获取国际资本。因此，“沪港通”（沪港股票市场交易互联互通机制）的出现有其合理性。
至少从概念上讲是如此。国际投资者将能够经由香港买入部分在中国内地上市的公司的股票，也就是A股（但有配额限制）。中国内地投资者将能够交易部分在港上市的股票。
如此一来，香港就连接上了中国内地规模更大的交易池（今年沪深股市的日均交易额为200亿美元，香港股市则为80亿美元），中国内地也向更自由的资本流动迈出了一小步。但这套机制必须也能造福投资者。通过该机制购买的A股，将由港交所(HKEx)结算机构在中国内地代为持有。中国内地不承认代理人账户背后的所有权。因此，假如香港中央结算有限公司(Hong Kong Securities Clearing Company)倒闭，其在中国内地的债权人可能对其代为持有的资产拥有求偿权——尽管这种风险不太可能变成现实，但它仍令“只做多”(long-only)的机构投资者不敢参与进来。对冲基金更适应这种环境，它习惯于使用反映标的资产表现而非所有权的投资工具。
但除此之外，还存在境外投资者不得参与A股配股、税务不确定性以及股票的交易前交收问题。后者防止卖空，还可抑制因应市况的无计划卖盘。交收股票、使之恢复未卖出状态的费用最高可达1%，这种“防患于未然”的规划造成的成本过于高昂。
沪港通是中国朝着融入全球市场迈出的可喜一步。但还必须采取更多的措施，才能让长线资本感到足够放心，进而参与进来。
译者/何黎",2014年9月4日 13:22,沪港通是中国朝着融入全球市场迈出的可喜一步。但该机制存在的股票所有权、配股资格、税务不确定性和交易前交收等细节问题，仍令国际长线投资者不敢参与进来。,Lex专栏：沪港通令长线资本望而却步
"有时，最好在你能卖的时候出手，而不是在你希望的时候。在上周保险公司中国太平(China Taiping)配股募资17亿美元、多元化的金融企业复星集团(Fosun)周一配股募资12亿美元后，蓝筹股地产开发商华润置业(China Resources Land)昨日成为最近一家从市场筹资的大型中国企业。该公司计划通过配售筹集多达13亿美元的资金。
华润置业似乎并不需要资金。该公司净债务与股本比率不足50%。在香港上市的中国大型住宅房地产开发商中，只有中国海外发展有限公司(China Overseas Land and Investment)的资产负债表比它更强劲。很多同行业的公司都逊于华润置业：巴克莱(Barclays)预计，随着恒大地产(Evergrande)减轻房地产比重，走多元化经营道路，今年其净债务与股本比率将达到300%以上。
华润置业似乎并不迫切需要资金，但其股票近来上涨，接下来将需要资金。星展唯高达(DBS Vickers)指出，到2016年底，该公司必须筹集60亿美元的资金，以支付其最近一笔大规模资产收购和偿还债务。
随着中国房地产市场的长期增长放缓，周期性因素开始发挥作用。整合变成了一种更为重要的增长来源，尤其是在不景气时期。整合的过程已经开始。据德意志银行(Deutsche Bank)统计，2014年，中国27家大型房地产开发商的房产销售量占比为26%，比2013年高出5.5个百分点。新资本将使这些公司继续抢占份额，等着下一次上扬的时刻到来。
事情的发生或许将比预期更快。迄今公布的4月份销售数据暗示，随着降价刺激成交量大幅增长，存量房正被清空。房价的下降正在放缓，但政府已经采取行动。据巴克莱估计，最近的降息相当于降价近6%。
中国的股市依然欢迎公司筹资，因此追加资本的要求可以继续，甚至可能加速。对整合者来说，这是一个机会。
译者/何黎",2015年5月13日 06:50,随着中国楼市长期增长放缓，周期性因素开始发挥作用。新资本将使企业继续抢占份额，等着下一轮上扬到来。也许这就是为什么中国房地产开发商华润置业要从市场筹资。,Lex专栏：中国地产商积极筹资
"对新加坡交易所(SGX)而言，本月启动的沪港通是一块很大的乌云，因为投资者越来越焦虑地关注着中国资本市场的崛起。
但新交所首席执行官薄满乐(Magnus Böcker)非但没有感到惊慌，反而相信香港和上海之间具有里程碑意义的股市链接，从长期看实际上有利于新交所的业务。
“对于交易所圈子的所有人而言，沪港通取得成功是很重要的，因为它展示出互联互通的重要性，而流动性会带来更多流动性，”他说。
沪港通机制的一个涟漪效应已经可以在新加坡感受到：新交所富时中国A50指数(FTSE China A50 index)——中国境外推出的唯一中国股指——的交易量在沪港通启动前的那个季度增加一倍多。
现在，薄满乐正致力于打造自己的亚洲链接：9月，他开始与台湾证券交易所(Taiwan stock exchange)洽谈互连市场。
他表示，鉴于新加坡和台湾正快速发展成为人民币离岸中心，与台湾互联互通将为投资者开启“大中华”机遇。
他希望，此举将有助于新交所运行的股票市场摆脱一年来的窘境。一年前的一场细价股丑闻挫伤了投资者的信心，新加坡市场自那以来一直交易低迷。本月发生的三小时交易中断也于事无补。
新加坡也受到规模可观的中盘股退市的打击。一些企业选择将业务收归私有，包括东南亚最大房地产开发商凯德集团(CapitaLand)，该公司今年夏天将旗下购物中心经营公司凯德商用(CapitaMalls Asia)摘牌。
尽管如此，新交所仍是全球第八大交易所（按照其经营公司作为上市实体的市值来衡量），刚刚落后于日本交易所集团(Japan Exchange Group)，领先于澳大利亚证券交易所(ASX)。不过，就股市交易量而言，新交所去年被泰国证交所超过。
在截至9月30日的财年第一季度，新交所股市交易产生的营收下降29%，这是日均交易量下跌27%的结果。
作为对策，薄满乐已经与21家银行和经纪公司签约，让它们充当所谓的流动性提供者和做市商，以求鼓励交易。
流动性提供者如果承诺交易一定数量的股票（按价值计），就能得到新交所的收费折扣，而做市商对指定的股票提供买卖价差较窄的报价。
“没错，交易量有所下降，但在采取这两个计划后，市场的质量——价差和市场深度——实际上已得到增强，”薄满乐表示。“而我们才刚刚开始四个月。”
从6月1日至10月31日，这两个计划覆盖的股票——包括泰国饮料(ThaiBev)——的日均交易量跃升129%，而市场整体的交易量增长6%。
另外，新交所计划从1月起将“每手买卖单位”（投资者必须交易的股票数量）从1000减至100，让投资者更容易购买蓝筹股。然后，新加坡拟从3月起实行20分的“最低交易价”，以阻止人们对价格低廉的细价股进行“过分投机”。
薄满乐还希望本月启用的一个新系统能够吸引更多海外企业，该系统让那些在海外22家股市（包括伦敦）之一上市的股票更容易在新加坡二次上市。
他已经可以从衍生品业务的实力得到一些鼓舞。这块业务正逼近作为最大收入来源的股票交易，目前占集团总营收的30%，而股票交易占33%。
原因之一是涉及中国的某些期货合约获得成功，如铁矿石掉期合约，它们得到中国贸易商（有很多落户新加坡）的广泛使用，以及上月推出的人民币外汇掉期合约。
但是，各方将密切关注新交所在明年初的表现如何，因为届时该交易所将首次在本土面对竞争对手。
纽约证券交易所(NYSE)的东家洲际交易所(Intercontinental Exchange)计划在3月推出一个新的大宗商品交易所，而德意志交易所(Deutsche Börse)正在建设一个亚洲清算中心。这两者都将设在新加坡。
薄满乐把竞争对手的产品视为一个增长指标。“我认为，（他们）来新加坡对于新交所的成功非常重要，因为它再次证明新加坡是一个国际金融中心，”他说。“要推动业务增长，没有什么比更多弄潮儿参与进来更快。”
译者/和风",2014年11月25日 07:36,新加坡交易所CEO薄满乐相信，长远而言，沪港通有利于新交所。他已开始与台湾证券交易所洽谈互连市场，期待此举为投资者开启“大中华”机遇。,新交所寄望“大中华”机遇
